label,spread,tick_volume,Bullish swing,Bearish swing,Bullish pinbar,Bearish pinbar,Inside bar,Outside bar,Bullish engulfing,Bearish engulfing
True,7,103352,False,True,False,False,True,False,False,False
False,6,97421,False,False,False,False,False,False,False,False
False,7,97300,False,False,False,False,False,False,False,False
True,6,106548,False,True,False,False,False,False,False,False
True,7,104641,True,False,False,True,False,False,False,False
True,7,109672,False,True,True,False,False,False,False,False
True,7,101192,True,False,False,False,False,False,False,False
False,7,102017,False,False,False,False,False,False,False,False
False,7,104531,False,False,False,False,False,False,False,False
True,6,105800,False,False,True,False,False,True,False,False
False,6,113922,True,False,False,False,False,False,False,False
False,6,96320,False,True,False,False,True,False,False,False
False,6,107043,False,False,False,False,False,False,False,False
True,6,114733,False,False,False,False,False,False,False,False
True,6,111203,True,False,False,False,True,False,False,False
False,6,111165,False,False,False,False,False,False,False,False
False,6,99631,False,False,False,False,False,False,False,False
True,6,98464,False,True,False,False,False,False,False,False
False,5,94554,True,False,False,False,False,False,False,False
True,7,109069,False,False,False,False,False,True,False,True
True,5,107189,False,True,False,False,False,False,False,False
False,6,85393,True,False,False,False,False,False,False,False
False,6,98914,False,True,False,False,True,False,False,False
False,6,101149,False,False,False,False,False,False,False,False
True,6,108063,False,False,False,False,False,False,False,False
True,6,112227,False,False,False,False,False,False,False,False
False,4,101063,True,False,False,True,False,False,False,False
True,6,100507,False,True,True,False,False,False,False,False
False,4,96054,True,False,False,True,False,False,False,False
False,6,98239,False,True,False,False,False,False,False,False
False,7,79708,False,False,False,False,False,False,False,False
True,6,85351,False,False,False,False,False,False,False,False
True,4,94847,True,False,False,True,False,False,False,False
True,7,94820,False,False,False,True,False,False,False,False
True,4,92600,False,False,False,False,False,True,False,False
False,6,89678,True,True,False,False,True,False,False,False
True,6,72990,False,False,False,False,False,True,False,False
